30374
20140802065714,10.0.0.1,52827,10.0.0.4,5001,3,0.0-1.0,524288,4194304
20140802065715,10.0.0.1,52827,10.0.0.4,5001,3,1.0-2.0,524288,4194304
20140802065716,10.0.0.1,52827,10.0.0.4,5001,3,2.0-3.0,524288,4194304
20140802065717,10.0.0.1,52827,10.0.0.4,5001,3,3.0-4.0,524288,4194304
20140802065718,10.0.0.1,52827,10.0.0.4,5001,3,4.0-5.0,655360,5242880
20140802065719,10.0.0.1,52827,10.0.0.4,5001,3,5.0-6.0,524288,4194304
20140802065721,10.0.0.1,52827,10.0.0.4,5001,3,6.0-7.0,655360,5242880
20140802065721,10.0.0.1,52827,10.0.0.4,5001,3,7.0-8.0,262144,2097152
20140802065722,10.0.0.1,52827,10.0.0.4,5001,3,8.0-9.0,524288,4194304
20140802065723,10.0.0.1,52827,10.0.0.4,5001,3,9.0-10.0,393216,3145728
20140802065724,10.0.0.1,52827,10.0.0.4,5001,3,10.0-11.0,786432,6291456
20140802065725,10.0.0.1,52827,10.0.0.4,5001,3,11.0-12.0,393216,3145728
20140802065726,10.0.0.1,52827,10.0.0.4,5001,3,12.0-13.0,524288,4194304
20140802065727,10.0.0.1,52827,10.0.0.4,5001,3,13.0-14.0,393216,3145728
20140802065728,10.0.0.1,52827,10.0.0.4,5001,3,14.0-15.0,393216,3145728
20140802065729,10.0.0.1,52827,10.0.0.4,5001,3,15.0-16.0,524288,4194304
20140802065730,10.0.0.1,52827,10.0.0.4,5001,3,16.0-17.0,393216,3145728
20140802065731,10.0.0.1,52827,10.0.0.4,5001,3,17.0-18.0,262144,2097152
20140802065732,10.0.0.1,52827,10.0.0.4,5001,3,18.0-19.0,786432,6291456
20140802065733,10.0.0.1,52827,10.0.0.4,5001,3,19.0-20.0,393216,3145728
20140802065734,10.0.0.1,52827,10.0.0.4,5001,3,20.0-21.0,262144,2097152
20140802065735,10.0.0.1,52827,10.0.0.4,5001,3,21.0-22.0,393216,3145728
20140802065736,10.0.0.1,52827,10.0.0.4,5001,3,22.0-23.0,262144,2097152
20140802065738,10.0.0.1,52827,10.0.0.4,5001,3,23.0-24.0,524288,4194304
20140802065738,10.0.0.1,52827,10.0.0.4,5001,3,24.0-25.0,131072,1048576
20140802065739,10.0.0.1,52827,10.0.0.4,5001,3,25.0-26.0,524288,4194304
20140802065741,10.0.0.1,52827,10.0.0.4,5001,3,26.0-27.0,393216,3145728
20140802065741,10.0.0.1,52827,10.0.0.4,5001,3,27.0-28.0,0,0
20140802065742,10.0.0.1,52827,10.0.0.4,5001,3,28.0-29.0,655360,5242880
20140802065743,10.0.0.1,52827,10.0.0.4,5001,3,29.0-30.0,393216,3145728
20140802065743,10.0.0.1,52827,10.0.0.4,5001,3,0.0-30.2,13631488,3608047
